"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","year_filed","scdb_id","stingsAsFactors"
"justice sotomayor","majority",FALSE,"Wellness Int'l Network, Ltd. v. Sharif",2015-05-26,"134 S. Ct. 2901",2015,"2014-038",FALSE
"justice roberts","dissenting",FALSE,"Wellness Int'l Network, Ltd. v. Sharif",2015-05-26,"134 S. Ct. 2901",2015,"2014-038",FALSE
"justice thomas","second_dissenting",FALSE,"Wellness Int'l Network, Ltd. v. Sharif",2015-05-26,"134 S. Ct. 2901",2015,"2014-038",FALSE
"justice stevens","majority",FALSE,"IBP, Inc. v. Alvarez",2005-11-08,"546 U.S. 21",2005,"2005-005",FALSE
"justice marshall","majority",FALSE,"American Foreign SS Co. v. Matise",1976-01-13,"423 U.S. 150",1976,"1975-019",FALSE
"justice kennedy","majority",FALSE,"Bank of Nova Scotia v. United States",1988-06-22,"487 U.S. 250",1988,"1987-135",FALSE
"justice scalia","concurring",FALSE,"Bank of Nova Scotia v. United States",1988-06-22,"487 U.S. 250",1988,"1987-135",FALSE
"justice marshall","dissenting",FALSE,"Bank of Nova Scotia v. United States",1988-06-22,"487 U.S. 250",1988,"1987-135",FALSE
"justice blackmun","majority",FALSE,"Smith v. Maryland",1979-06-20,"442 U.S. 735",1979,"1978-134",FALSE
"justice stewart","dissenting",FALSE,"Smith v. Maryland",1979-06-20,"442 U.S. 735",1979,"1978-134",FALSE
"justice marshall","second_dissenting",FALSE,"Smith v. Maryland",1979-06-20,"442 U.S. 735",1979,"1978-134",FALSE
"justice thomas","majority",FALSE,"Gross v. FBL Financial Services, Inc.",2009-06-18,"557 U.S. 167",2009,"2008-074",FALSE
"justice stevens","dissenting",FALSE,"Gross v. FBL Financial Services, Inc.",2009-06-18,"557 U.S. 167",2009,"2008-074",FALSE
"justice breyer","second_dissenting",FALSE,"Gross v. FBL Financial Services, Inc.",2009-06-18,"557 U.S. 167",2009,"2008-074",FALSE
"justice thomas","majority",FALSE,"Swierkiewicz v. Sorema NA",2002-02-26,"534 U.S. 506",2002,"2001-024",FALSE
"justice stewart","majority",FALSE,"Christiansburg Garment Co. v. EEOC",1978-01-23,"434 U.S. 412",1978,"1977-030",FALSE
"justice burger","majority",FALSE,"Administrator, Federal Aviation Administration v. Robertson",1975-06-24,"422 U.S. 255",1975,"1974-131",FALSE
"justice stewart","concurring",FALSE,"Administrator, Federal Aviation Administration v. Robertson",1975-06-24,"422 U.S. 255",1975,"1974-131",FALSE
"justice marshall","majority",FALSE,"Cottage Savings Assn. v. Commissioner",1991-04-17,"499 U.S. 554",1991,"1990-061",FALSE
"justice rehnquist","majority",FALSE,"Rostker v. Goldberg",1981-06-25,"453 U.S. 57",1981,"1980-136",FALSE
"justice white","dissenting",FALSE,"Rostker v. Goldberg",1981-06-25,"453 U.S. 57",1981,"1980-136",FALSE
"justice marshall","second_dissenting",FALSE,"Rostker v. Goldberg",1981-06-25,"453 U.S. 57",1981,"1980-136",FALSE
"justice thomas","majority",FALSE,"Bogan v. Scott-Harris",1998-03-03,"523 U.S. 44",1998,"1997-034",FALSE
"justice brennan","majority",FALSE,"Wardair Canada Inc. v. Florida Dept. of Revenue",1986-06-18,"477 U.S. 1",1986,"1985-115",FALSE
"justice burger","concurring",FALSE,"Wardair Canada Inc. v. Florida Dept. of Revenue",1986-06-18,"477 U.S. 1",1986,"1985-115",FALSE
"justice blackmun","dissenting",FALSE,"Wardair Canada Inc. v. Florida Dept. of Revenue",1986-06-18,"477 U.S. 1",1986,"1985-115",FALSE
"justice blackmun","majority",FALSE,"Reves v. Ernst & Young",1993-03-03,"507 U.S. 170",1993,"1992-037",FALSE
"justice souter","dissenting",FALSE,"Reves v. Ernst & Young",1993-03-03,"507 U.S. 170",1993,"1992-037",FALSE
"justice burger","concurring",TRUE,"Rabe v. Washington",1972-04-24,"405 U.S. 313",1972,"1971-072",FALSE
"justice white","majority",FALSE,"NAACP v. Hampton County Election Comm'n",1985-02-27,"470 U.S. 166",1985,"1984-036",FALSE
"justice rehnquist","majority",FALSE,"Haddle v. Garrison",1998-12-14,"525 U.S. 121",1998,"1998-007",FALSE
"justice marshall","majority",FALSE,"Hoffman Estates v. Flipside, Hoffman Estates, Inc.",1982-03-03,"455 U.S. 489",1982,"1981-054",FALSE
"justice white","concurring",FALSE,"Hoffman Estates v. Flipside, Hoffman Estates, Inc.",1982-03-03,"455 U.S. 489",1982,"1981-054",FALSE
"justice powell","majority",FALSE,"Shea v. Vialpando",1974-04-23,"416 U.S. 251",1974,"1973-090",FALSE
"justice rehnquist","majority",FALSE,"Mancusi v. Stubbs",1972-06-26,"408 U.S. 204",1972,"1971-166",FALSE
"justice marshall","dissenting",FALSE,"Mancusi v. Stubbs",1972-06-26,"408 U.S. 204",1972,"1971-166",FALSE
"justice breyer","majority",FALSE,"Kentucky Retirement Systems v. EEOC",2008-06-19,"554 U.S. 135",2008,"2007-061",FALSE
"justice kennedy","dissenting",FALSE,"Kentucky Retirement Systems v. EEOC",2008-06-19,"554 U.S. 135",2008,"2007-061",FALSE
"justice powell","majority",FALSE,"Eastex, Inc. v. NLRB",1978-06-22,"437 U.S. 556",1978,"1977-131",FALSE
"justice white","concurring",FALSE,"Eastex, Inc. v. NLRB",1978-06-22,"437 U.S. 556",1978,"1977-131",FALSE
"justice rehnquist","dissenting",FALSE,"Eastex, Inc. v. NLRB",1978-06-22,"437 U.S. 556",1978,"1977-131",FALSE
"justice rehnquist","majority",FALSE,"Burlington School Comm. v. Mass. Dept. of Ed.",1985-04-29,"471 U.S. 359",1985,"1984-088",FALSE
"justice stevens","majority",FALSE,"United States v. Resendiz-Ponce",2007-01-09,"549 U.S. 102",2007,"2006-007",FALSE
"justice scalia","dissenting",FALSE,"United States v. Resendiz-Ponce",2007-01-09,"549 U.S. 102",2007,"2006-007",FALSE
"justice breyer","majority",FALSE,"Merck & Co. v. Reynolds",2010-04-27,"559 U.S. 633",2010,"2009-043",FALSE
"justice scalia","concurring",FALSE,"Merck & Co. v. Reynolds",2010-04-27,"559 U.S. 633",2010,"2009-043",FALSE
"justice stevens","majority",FALSE,"Brown v. Legal Foundation of Wash.",2003-03-26,"538 U.S. 216",2003,"2002-035",FALSE
"justice scalia","dissenting",FALSE,"Brown v. Legal Foundation of Wash.",2003-03-26,"538 U.S. 216",2003,"2002-035",FALSE
"justice kennedy","second_dissenting",FALSE,"Brown v. Legal Foundation of Wash.",2003-03-26,"538 U.S. 216",2003,"2002-035",FALSE
"justice stevens","majority",FALSE,"Department of Taxation and Finance of NY v. Milhelm Attea & Bros.",1994-06-13,"512 U.S. 61",1994,"1993-069",FALSE
"justice white","majority",FALSE,"Texas v. Louisiana",1973-05-14,"410 U.S. 702",1973,"1972-079",FALSE
"justice douglas","dissenting",FALSE,"Texas v. Louisiana",1973-05-14,"410 U.S. 702",1973,"1972-079",FALSE
"justice stewart","majority",FALSE,"United States v. California",1978-05-15,"436 U.S. 32",1978,"1977-078",FALSE
"justice white","dissenting",FALSE,"United States v. California",1978-05-15,"436 U.S. 32",1978,"1977-078",FALSE
"justice souter","majority",FALSE,"Albertson's, Inc. v. Kirkingburg",1999-06-22,"527 U.S. 555",1999,"1998-087",FALSE
"justice thomas","concurring",FALSE,"Albertson's, Inc. v. Kirkingburg",1999-06-22,"527 U.S. 555",1999,"1998-087",FALSE
"justice powell","majority",FALSE,"Stringfellow v. Concerned Neighbors in Action",1987-03-09,"480 U.S. 370",1987,"1986-049",FALSE
"justice brennan","concurring",FALSE,"Stringfellow v. Concerned Neighbors in Action",1987-03-09,"480 U.S. 370",1987,"1986-049",FALSE
"justice o'connor","majority",FALSE,"Yee v. Escondido",1992-04-01,"503 U.S. 519",1992,"1991-058",FALSE
"justice blackmun","concurring",FALSE,"Yee v. Escondido",1992-04-01,"503 U.S. 519",1992,"1991-058",FALSE
"justice stevens","majority",FALSE,"Young v. American Mini Theatres, Inc.",1976-10-04,"427 U.S. 50",1976,"1975-146",FALSE
"justice powell","concurring",FALSE,"Young v. American Mini Theatres, Inc.",1976-10-04,"427 U.S. 50",1976,"1975-146",FALSE
"justice stewart","dissenting",FALSE,"Young v. American Mini Theatres, Inc.",1976-10-04,"427 U.S. 50",1976,"1975-146",FALSE
"justice blackmun","second_dissenting",FALSE,"Young v. American Mini Theatres, Inc.",1976-10-04,"427 U.S. 50",1976,"1975-146",FALSE
"justice rehnquist","majority",FALSE,"Upjohn Co. v. United States",1981-01-13,"449 U.S. 383",1981,"1980-024",FALSE
"justice burger","concurring",FALSE,"Upjohn Co. v. United States",1981-01-13,"449 U.S. 383",1981,"1980-024",FALSE
"justice rehnquist","majority",FALSE,"Spallone v. United States",1990-01-10,"493 U.S. 265",1990,"1989-017",FALSE
"justice brennan","dissenting",FALSE,"Spallone v. United States",1990-01-10,"493 U.S. 265",1990,"1989-017",FALSE
"justice powell","majority",FALSE,"Foremost-McKeeson, Inc. v. Provident Securities Co.",1976-01-14,"423 U.S. 232",1976,"1975-022",FALSE
"justice blackmun","dissenting",TRUE,"Vaughn v. Vermilion Corp.",1979-12-04,"444 U.S. 206",1979,"1979-012",FALSE
"justice stewart","majority",FALSE,"Schneckloth v. Bustamonte",1973-05-29,"412 U.S. 218",1973,"1972-127",FALSE
"justice blackmun","concurring",FALSE,"Schneckloth v. Bustamonte",1973-05-29,"412 U.S. 218",1973,"1972-127",FALSE
"justice douglas","dissenting",FALSE,"Schneckloth v. Bustamonte",1973-05-29,"412 U.S. 218",1973,"1972-127",FALSE
"justice brennan","second_dissenting",FALSE,"Schneckloth v. Bustamonte",1973-05-29,"412 U.S. 218",1973,"1972-127",FALSE
"justice brennan","dissenting",TRUE,"Poelker v. Doe",1977-06-20,"432 U.S. 519",1977,"1976-157",FALSE
"justice stevens","majority",FALSE,"Richards v. Wisconsin",1997-04-28,"520 U.S. 385",1997,"1996-047",FALSE
"justice woods","majority",FALSE,"Quebec Bank of Toronto v. Hellman",2007-01-04,"110 U.S. 178",2007,NA,FALSE
"justice blackmun","majority",FALSE,"First Nat. Maintenance Corp. v. NLRB",1981-06-22,"452 U.S. 666",1981,"1980-129",FALSE
"justice brennan","dissenting",FALSE,"First Nat. Maintenance Corp. v. NLRB",1981-06-22,"452 U.S. 666",1981,"1980-129",FALSE
"justice brennan","majority",FALSE,"United States v. Midwest Video Corp.",1972-10-10,"406 U.S. 649",1972,"1971-125",FALSE
"justice douglas","dissenting",FALSE,"United States v. Midwest Video Corp.",1972-10-10,"406 U.S. 649",1972,"1971-125",FALSE
"justice rehnquist","dissenting",TRUE,"Smith v. Illinois",1984-12-10,"469 U.S. 91",1984,"1984-009",FALSE
"justice powell","majority",FALSE,"Kelly v. Robinson",1986-11-12,"479 U.S. 36",1986,"1986-004",FALSE
"justice marshall","dissenting",FALSE,"Kelly v. Robinson",1986-11-12,"479 U.S. 36",1986,"1986-004",FALSE
"justice marshall","majority",FALSE,"United States v. Davis",1970-03-30,"397 U.S. 301",1970,"1969-065",FALSE
"justice douglas","dissenting",FALSE,"United States v. Davis",1970-03-30,"397 U.S. 301",1970,"1969-065",FALSE
"justice ginsburg","majority",FALSE,"United States v. Bryant",2016-06-13,"195 L. Ed. 2d 317",2016,"2015-066",FALSE
"justice thomas","concurring",FALSE,"United States v. Bryant",2016-06-13,"195 L. Ed. 2d 317",2016,"2015-066",FALSE
"justice powell","majority",FALSE,"Martinez v. Bynum",1983-05-02,"461 U.S. 321",1983,"1982-073",FALSE
"justice brennan","concurring",FALSE,"Martinez v. Bynum",1983-05-02,"461 U.S. 321",1983,"1982-073",FALSE
"justice marshall","dissenting",FALSE,"Martinez v. Bynum",1983-05-02,"461 U.S. 321",1983,"1982-073",FALSE
"justice burger","majority",FALSE,"Santobello v. New York",1971-12-20,"404 U.S. 257",1971,"1971-026",FALSE
"justice douglas","concurring",FALSE,"Santobello v. New York",1971-12-20,"404 U.S. 257",1971,"1971-026",FALSE
"justice thomas","majority",FALSE,"Egelhoff v. Egelhoff",2001-04-02,"532 U.S. 141",2001,"2000-036",FALSE
"justice scalia","concurring",FALSE,"Egelhoff v. Egelhoff",2001-04-02,"532 U.S. 141",2001,"2000-036",FALSE
"justice breyer","dissenting",FALSE,"Egelhoff v. Egelhoff",2001-04-02,"532 U.S. 141",2001,"2000-036",FALSE
"justice breyer","majority",FALSE,"Barber v. Thomas",2010-06-07,"560 U.S. 474",2010,"2009-064",FALSE
"justice kennedy","dissenting",FALSE,"Barber v. Thomas",2010-06-07,"560 U.S. 474",2010,"2009-064",FALSE
"justice white","majority",FALSE,"Cox Broadcasting Corp. v. Cohn",1975-03-03,"420 U.S. 469",1975,"1974-059",FALSE
"justice powell","concurring",FALSE,"Cox Broadcasting Corp. v. Cohn",1975-03-03,"420 U.S. 469",1975,"1974-059",FALSE
"justice rehnquist","dissenting",FALSE,"Cox Broadcasting Corp. v. Cohn",1975-03-03,"420 U.S. 469",1975,"1974-059",FALSE
"justice stevens","dissenting",TRUE,"Leavitt v. Jane L.",1996-06-17,"518 U.S. 137",1996,"1995-073",FALSE
"justice white","majority",FALSE,"Webb v. Webb",1981-05-18,"451 U.S. 493",1981,"1980-087",FALSE
"justice powell","concurring",FALSE,"Webb v. Webb",1981-05-18,"451 U.S. 493",1981,"1980-087",FALSE
"justice scalia","majority",FALSE,"Powerex Corp. v. Reliant Energy Services, Inc.",2007-06-18,"551 U.S. 224",2007,"2006-062",FALSE
"justice kennedy","concurring",FALSE,"Powerex Corp. v. Reliant Energy Services, Inc.",2007-06-18,"551 U.S. 224",2007,"2006-062",FALSE
"justice breyer","dissenting",FALSE,"Powerex Corp. v. Reliant Energy Services, Inc.",2007-06-18,"551 U.S. 224",2007,"2006-062",FALSE
"justice ginsburg","majority",FALSE,"Powell v. Nevada",1994-03-30,"511 U.S. 79",1994,"1993-032",FALSE
"justice thomas","dissenting",FALSE,"Powell v. Nevada",1994-03-30,"511 U.S. 79",1994,"1993-032",FALSE
"justice rehnquist","majority",FALSE,"Hamling v. United States",1974-10-15,"418 U.S. 87",1974,"1973-155",FALSE
"justice douglas","dissenting",FALSE,"Hamling v. United States",1974-10-15,"418 U.S. 87",1974,"1973-155",FALSE
"justice brennan","second_dissenting",FALSE,"Hamling v. United States",1974-10-15,"418 U.S. 87",1974,"1973-155",FALSE
"justice ginsburg","majority",FALSE,"Hughes v. Talen Energy Marketing, LLC",2016-04-19,"136 S. Ct. 1288",2016,"2015-042",FALSE
"justice sotomayor","concurring",FALSE,"Hughes v. Talen Energy Marketing, LLC",2016-04-19,"136 S. Ct. 1288",2016,"2015-042",FALSE
"justice scalia","concurring",TRUE,"Carella v. California",1989-08-30,"491 U.S. 263",1989,"1988-118",FALSE
"justice breyer","majority",FALSE,"Small v. United States",2005-04-26,"544 U.S. 385",2005,"2004-042",FALSE
"justice thomas","dissenting",FALSE,"Small v. United States",2005-04-26,"544 U.S. 385",2005,"2004-042",FALSE
"justice stevens","majority",FALSE,"Rockford Life Ins. Co. v. Illinois Dept. of Revenue",1987-06-08,"482 U.S. 182",1987,"1986-114",FALSE
"justice kennedy","majority",FALSE,"Renne v. Geary",1991-06-17,"501 U.S. 312",1991,"1990-109",FALSE
"justice stevens","concurring",FALSE,"Renne v. Geary",1991-06-17,"501 U.S. 312",1991,"1990-109",FALSE
"justice white","dissenting",FALSE,"Renne v. Geary",1991-06-17,"501 U.S. 312",1991,"1990-109",FALSE
"justice marshall","second_dissenting",FALSE,"Renne v. Geary",1991-06-17,"501 U.S. 312",1991,"1990-109",FALSE
"justice thomas","majority",FALSE,"Raytheon Co. v. Hernandez",2003-12-02,"540 U.S. 44",2003,"2003-005",FALSE
"justice rehnquist","majority",FALSE,"Dickerson v. United States",2000-06-26,"530 U.S. 428",2000,"1999-081",FALSE
"justice scalia","dissenting",FALSE,"Dickerson v. United States",2000-06-26,"530 U.S. 428",2000,"1999-081",FALSE
"justice brennan","majority",FALSE,"South Carolina v. Gathers",1989-08-30,"490 U.S. 805",1989,"1988-104",FALSE
"justice white","concurring",FALSE,"South Carolina v. Gathers",1989-08-30,"490 U.S. 805",1989,"1988-104",FALSE
"justice o'connor","dissenting",FALSE,"South Carolina v. Gathers",1989-08-30,"490 U.S. 805",1989,"1988-104",FALSE
"justice scalia","second_dissenting",FALSE,"South Carolina v. Gathers",1989-08-30,"490 U.S. 805",1989,"1988-104",FALSE
"justice blackmun","majority",FALSE,"Don E. Williams Co. v. Commissioner",1977-02-22,"429 U.S. 569",1977,"1976-046",FALSE
"justice stevens","concurring",FALSE,"Don E. Williams Co. v. Commissioner",1977-02-22,"429 U.S. 569",1977,"1976-046",FALSE
"justice stewart","dissenting",FALSE,"Don E. Williams Co. v. Commissioner",1977-02-22,"429 U.S. 569",1977,"1976-046",FALSE
"justice souter","majority",FALSE,"Chevron USA Inc. v. Echazabal",2002-06-10,"536 U.S. 73",2002,"2001-059",FALSE
"justice souter","majority",FALSE,"SD Warren Co. v. Maine Bd. of Environmental Protection",2006-05-15,"547 U.S. 370",2006,"2005-055",FALSE
"justice scalia","concurring",TRUE,"Tuggle v. Netherland",1995-10-30,"516 U.S. 10",1995,"1995-002",FALSE
"justice thomas","majority",FALSE,"Nebraska v. Parker",2016-03-22,"136 S. Ct. 1072",2016,"2015-037",FALSE
"justice burger","majority",FALSE,"Lemon v. Kurtzman",1971-10-12,"403 U.S. 602",1971,"1970-141",FALSE
"justice douglas","concurring",FALSE,"Lemon v. Kurtzman",1971-10-12,"403 U.S. 602",1971,"1970-141",FALSE
"justice thomas","majority",FALSE,"Wagnon v. Prairie Band Potawatomi Nation",2005-12-06,"546 U.S. 95",2005,"2005-011",FALSE
"justice ginsburg","dissenting",FALSE,"Wagnon v. Prairie Band Potawatomi Nation",2005-12-06,"546 U.S. 95",2005,"2005-011",FALSE
"justice powell","majority",FALSE,"Wayte v. United States",1985-03-19,"470 U.S. 598",1985,"1984-052",FALSE
"justice marshall","dissenting",FALSE,"Wayte v. United States",1985-03-19,"470 U.S. 598",1985,"1984-052",FALSE
"justice brennan","majority",FALSE,"Boys Markets, Inc. v. Retail Clerks",1970-06-01,"398 U.S. 235",1970,"1969-102",FALSE
"justice stewart","concurring",FALSE,"Boys Markets, Inc. v. Retail Clerks",1970-06-01,"398 U.S. 235",1970,"1969-102",FALSE
"justice black","dissenting",FALSE,"Boys Markets, Inc. v. Retail Clerks",1970-06-01,"398 U.S. 235",1970,"1969-102",FALSE
"justice marshall","majority",FALSE,"Ford v. Wainwright",1986-06-26,"477 U.S. 399",1986,"1985-131",FALSE
"justice powell","concurring",FALSE,"Ford v. Wainwright",1986-06-26,"477 U.S. 399",1986,"1985-131",FALSE
"justice rehnquist","dissenting",FALSE,"Ford v. Wainwright",1986-06-26,"477 U.S. 399",1986,"1985-131",FALSE
"justice breyer","majority",FALSE,"Trest v. Cain",1997-12-09,"522 U.S. 87",1997,"1997-008",FALSE
"justice scalia","majority",FALSE,"West Virginia Univ. Hospitals, Inc. v. Casey",1991-03-19,"499 U.S. 83",1991,"1990-044",FALSE
"justice marshall","dissenting",FALSE,"West Virginia Univ. Hospitals, Inc. v. Casey",1991-03-19,"499 U.S. 83",1991,"1990-044",FALSE
"justice stevens","second_dissenting",FALSE,"West Virginia Univ. Hospitals, Inc. v. Casey",1991-03-19,"499 U.S. 83",1991,"1990-044",FALSE
"justice rehnquist","majority",FALSE,"Dames & Moore v. Regan",1981-07-02,"453 U.S. 654",1981,"1980-152",FALSE
"justice white","majority",FALSE,"USCSC v. National Association of Letter Carriers",1973-06-25,"413 U.S. 548",1973,"1972-177",FALSE
"justice douglas","dissenting",FALSE,"USCSC v. National Association of Letter Carriers",1973-06-25,"413 U.S. 548",1973,"1972-177",FALSE
"justice blackmun","majority",FALSE,"Citizens & Southern Nat. Bank v. Bougas",1977-11-08,"434 U.S. 35",1977,"1977-006",FALSE
"justice stewart","concurring",FALSE,"Citizens & Southern Nat. Bank v. Bougas",1977-11-08,"434 U.S. 35",1977,"1977-006",FALSE
"justice breyer","majority",FALSE,"Lapides v. Board of Regents of Univ. System of Ga.",2002-05-13,"535 U.S. 613",2002,"2001-047",FALSE
"justice stevens","majority",FALSE,"Leroy v. Great Western United Corp.",1979-06-26,"443 U.S. 173",1979,"1978-146",FALSE
"justice white","dissenting",FALSE,"Leroy v. Great Western United Corp.",1979-06-26,"443 U.S. 173",1979,"1978-146",FALSE
"justice brennan","majority",FALSE,"Christian v. New York State Dept. of Labor",1974-01-21,"414 U.S. 614",1974,"1973-043",FALSE
"justice stevens","majority",FALSE,"Graham County Soil and Water Conservation Dist. v. United States ex rel. Wilson",2010-03-30,"559 U.S. 280",2010,"2009-037",FALSE
"justice sotomayor","dissenting",FALSE,"Graham County Soil and Water Conservation Dist. v. United States ex rel. Wilson",2010-03-30,"559 U.S. 280",2010,"2009-037",FALSE
"justice alito","majority",FALSE,"Hawaii v. Office of Hawaiian Affairs",2009-03-31,"556 U.S. 163",2009,"2008-037",FALSE
"justice thomas","majority",FALSE,"Susan B. Anthony List v. Driehaus",2014-06-16,"134 S. Ct. 2334",2014,"2013-060",FALSE
"justice rehnquist","majority",FALSE,"Seminole Tribe of Fla. v. Florida",1996-03-27,"517 U.S. 44",1996,"1995-037",FALSE
"justice stevens","dissenting",FALSE,"Seminole Tribe of Fla. v. Florida",1996-03-27,"517 U.S. 44",1996,"1995-037",FALSE
"justice souter","second_dissenting",FALSE,"Seminole Tribe of Fla. v. Florida",1996-03-27,"517 U.S. 44",1996,"1995-037",FALSE
"justice powell","majority",FALSE,"Commissioner v. Portland Cement Co. of Utah",1981-03-03,"450 U.S. 156",1981,"1980-046",FALSE
